id;fecha_ingreso;fecha_modificacion;id_user_modifica;id_user_Asingnado;crado_por;name;parent_id;TipoEmpresa;Empresa;ingreso_anual;fono;address_street;city;estado;postalcode;pais;description;rating;phone_office ;phone_alternat;email1;email2;website;ownership;employees;sic_code;ticker_symbol;shipping_address_street;shipping_address_city;shipping_address_state;shipping_address_postalcode;shipping_address_country;deleted
60413755-db82-584c-101d-438dfb6380b1;30-11-2005 19:19;30-11-2005 19:19;1;beth_id;1;Baker-Castillo Electronics Holdings;;Supply;Electronics;;;1579 Plaza Rosa;Renton;WA;71442;USA;;;975-555-7865;;;;www.baker-castilloelectronicsholdings.com;;;;;1579 Plaza Rosa;Renton;WA;71442;USA;0
8c9f383e-c1b7-70f8-3208-438dfbc39940;30-11-2005 19:19;30-11-2005 19:19;1;max_id;1;X & M Borges Construction Corp;;Manufacturing;Construction;;;1873 Lyon Circle;Bellingham;WA;78588;USA;;;610-555-6158;;;;www.xmborgesconstructioncorp.com;;;;;1873 Lyon Circle;Bellingham;WA;78588;USA;0
b6bcb002-7146-374e-0f62-438dfb1ecc89;30-11-2005 19:19;30-11-2005 19:19;1;sally_id;1;Borges-Wyro Telecommunications, Ltd;;Consulting;Telecommunications;;;3114 Notre Dame Ave.;La Jolla;CA;27430;USA;;;444-555-1517;;;;www.borges-wyrotelecommunications,ltd.com;;;;;3114 Notre Dame Ave.; ;CA;27430;USA;0
de8788ae-186e-8976-b01a-438dfb2b8a05;30-11-2005 19:19;30-11-2005 19:19;1;chris_id;1;I & M Wyllie Transportation, Ltd;;Supply;Transportation;;;6318 Marclair Dr.;Santa Fe;DF;99737;Mexico;;;102-555-7439;;;;www.imwyllietransportation,ltd.com;;;;;6318 Marclair Dr.;Santa Fe;DF;99737;Mexico;0
fab50378-1552-a629-0700-438dfb1e3c07;30-11-2005 19:19;30-11-2005 19:19;1;will_id;1;Wyllie-Conley Electronics Corp;;Manufacturing;Electronics;;;7814 Milburn Dr.;Haney;BC;65710;Canada;;;506-555-4589;;;;www.wyllie-conleyelectronicscorp.com;;;;;7814 Milburn Dr.;Haney;BC;65710;Canada;0
382799fa-9f4d-a2a0-f436-438dfb2ab9e1;30-11-2005 19:19;30-11-2005 19:19;1;kristen_id;1;H & Y Bernard Engineering, Inc;;Distribution;Engineering;;;3928 San Francisco;Burbank;CA;51809;USA;;;425-555-3796;;;;www.hybernardengineering,inc.com;;;;;3928 San Francisco;Burbank;CA;51809;USA;0
611c2870-5b76-3473-fa0e-438dfb4778a4;30-11-2005 19:19;30-11-2005 19:19;1;jaime_id;1;Bernard-Macaluso Telecommunications, Ltd;;Consulting;Telecommunications;;;5678 McElroy Court;Anacortes;WA;58052;USA;;;852-555-8574;;;;www.bernard-macalusotelecommunications,ltd.com;;;;;5678 McElroy Court;Anacortes;WA;58052;USA;0
87f2d1aa-1a8f-51ed-b562-438dfbf8e1f7;30-11-2005 19:19;30-11-2005 19:19;1;sally_id;1;D & A Wood Machinery Group;;Manufacturing;Machinery;;;2046 Las Palmas;Everett;WA;88974;USA;;;794-555-6410;;;;www.dawoodmachinerygroup.com;;;;;2046 Las Palmas;Everett;WA;88974;USA;0
aed2dd85-41f1-3abb-02f3-438dfbd64a1b;30-11-2005 19:19;30-11-2005 19:19;1;max_id;1;Wood-Armstrong Construction Associates;;Consulting;Construction;;;608 Lincoln Dr.;Oak Bay;BC;90098;Canada;;;583-555-4474;;;;www.wood-armstrongconstructionassociates.com;;;;;608 Lincoln Dr.;Oak Bay;BC;90098;Canada;0
d5b953e2-7668-721f-21cc-438dfbf0b385;30-11-2005 19:19;30-11-2005 19:19;1;max_id;1;D & Z Goldey Electronics, Ltd;;Consulting;Electronics;;;7230 Berrellesa Street;Milwaukie;OR;78800;USA;;;548-555-9939;;;;www.dzgoldeyelectronics,ltd.com;;;;;7230 Berrellesa Street;Milwaukie;OR;78800;USA;0
c08208ee-c631-2468-f4ef-438dfbb1f92c;30-11-2005 19:19;30-11-2005 19:19;1;kristen_id;1;Goldey-Nickell Engineering Corp;;Consulting;Engineering;;;2144 San Rafael;Concord;CA;63996;USA;;;598-555-1289;;;;www.goldey-nickellengineeringcorp.com;;;;;2144 San Rafael;Concord;CA;63996;USA;0
3624c5a8-5dcf-8f66-f9a1-438dfb26f2da;30-11-2005 19:19;30-11-2005 19:19;1;will_id;1;Q & Q Long Telecommunications Associates;;Supply;Telecommunications;;;1676 Greer Ave.;Ladner;BC;99949;Canada;;;937-555-2299;;;;www.qqlongtelecommunicationsassociates.com;;;;;1676 Greer Ave.;Ladner;BC;99949;Canada;0
5fd3e853-98f8-6dbf-208c-438dfb9d5c69;30-11-2005 19:19;30-11-2005 19:19;1;max_id;1;Long-Solimena Engineering Company;;Manufacturing;Engineering;;;6843 San Simeon Dr.;Santa Cruz;CA;51307;USA;;;111-555-1278;;;;www.long-solimenaengineeringcompany.com;;;;;6843 San Simeon Dr.;Santa Cruz;CA;51307;USA;0
8e54f9ad-8ffe-e5ca-b871-438dfb253fb7;30-11-2005 19:19;30-11-2005 19:19;1;matt_id;1;Y & R Muenich Machinery, Inc;;Manufacturing;Machinery;;;6629 Polson Circle;La Mesa;CA;53422;USA;;;361-555-7656;;;;www.yrmuenichmachinery,inc.com;;;;;6629 Polson Circle;La Mesa;CA;53422;USA;0
b97ff471-9ee3-0e12-2dd9-438dfb9b36e0;30-11-2005 19:19;30-11-2005 19:19;1;sarah_id;1;Muenich-Young Engineering, Inc;;Manufacturing;Engineering;;;Rt. 470 Box A;Merida;Yucatan;69940;Mexico;;;457-555-5263;;;;www.muenich-youngengineering,inc.com;;;;;Rt. 470 Box A;Merida;Yucatan;69940;Mexico;0
e153589f-133b-e390-b669-438dfb24cd9f;30-11-2005 19:19;30-11-2005 19:19;1;kristen_id;1;E & F Arnold Machinery, Ltd;;Consulting;Machinery;;;7403 N. Broadway;Oregon City;OR;38217;USA;;;969-555-4928;;;;www.efarnoldmachinery,ltd.com;;;;;7403 N. Broadway;Oregon City;OR;38217;USA;0
12ca7ab1-220a-4af9-99ba-438dfbe5571c;30-11-2005 19:19;30-11-2005 19:19;1;chris_id;1;Arnold-Cooper Transportation Holdings;;Distribution;Transportation;;;5734 Ashford Court;Seattle;WA;93604;USA;;;188-555-1163;;;;www.arnold-coopertransportationholdings.com;;;;;5734 Ashford Court;Seattle;WA;93604;USA;0
3a942d15-be46-e733-9cd3-438dfbb71e24;30-11-2005 19:19;30-11-2005 19:19;1;will_id;1;N & O Petty Electronics, Inc;;Supply;Electronics;;;8684 Military East;Arcadia;CA;28043;USA;;;722-555-8456;;;;www.nopettyelectronics,inc.com;;;;;8684 Military East;Arcadia;CA;28043;USA;0
68b936e6-d166-104a-f3f3-438dfb9a2b2a;30-11-2005 19:19;30-11-2005 19:19;1;kristen_id;1;Petty-Olguin Machinery Group;;Distribution;Machinery;;;7270 Pepperidge Way;Lebanon;OR;49592;USA;;;203-555-6978;;;;www.petty-olguinmachinerygroup.com;;;;;7270 Pepperidge Way;Lebanon;OR;49592;USA;0
92b622ce-8026-54c4-bb92-438dfbea0f65;30-11-2005 19:19;30-11-2005 19:19;1;beth_id;1;U & W Burchett Construction Corp;;Supply;Construction;;;475 Santa Maria;Santa Cruz;CA;49192;USA;;;761-555-3899;;;;www.uwburchettconstructioncorp.com;;;;;475 Santa Maria;Santa Cruz;CA;49192;USA;0
ba692bd5-98cb-195e-3509-438dfb8e7448;30-11-2005 19:19;30-11-2005 19:19;1;max_id;1;Burchett-Bechard Electronics Company;;Consulting;Electronics;;;1970 Napa Ct.;W. Linn;OR;36903;USA;;;616-555-6966;;;;www.burchett-bechardelectronicscompany.com;;;;;1970 Napa Ct.;W. Linn;OR;36903;USA;0
df9d2e47-e4af-a4cd-f57f-438dfb4ad6c4;30-11-2005 19:19;30-11-2005 19:19;1;chris_id;1;M & K Carter Telecommunications, Ltd;;Supply;Telecommunications;;;8084 Cardiff Drive;San Andres;DF;94169;Mexico;;;535-555-6174;;;;www.mkcartertelecommunications,ltd.com;;;;;8084 Cardiff Drive;San Andres;DF;94169;Mexico;0
15e6d611-0ff0-efa3-2a08-438dfb32d02d;30-11-2005 19:19;30-11-2005 19:19;1;sarah_id;1;Carter-Sharp Machinery, Ltd;;Consulting;Machinery;;;9833 Mt. Dias Blv.;Burbank;CA;48042;USA;;;962-555-1952;;;;www.carter-sharpmachinery,ltd.com;;;;;9833 Mt. Dias Blv.;Burbank;CA;48042;USA;0
3b8554f2-e220-4e32-b135-438dfb52f9fe;30-11-2005 19:19;30-11-2005 19:19;1;beth_id;1;L & E Brunner Communications Partners;;Distribution;Communications;;;6202 Seeno St.;Bellflower;CA;52673;USA;;;904-555-8788;;;;www.lebrunnercommunicationspartners.com;;;;;6202 Seeno St.;Bellflower;CA;52673;USA;0
62e7c87a-db38-c12d-27c1-438dfb76bf23;30-11-2005 19:19;30-11-2005 19:19;1;sally_id;1;Brunner-Staton Construction Holdings;;Consulting;Construction;;;862 The Alameda;Renton;WA;71706;USA;;;693-555-6852;;;;www.brunner-statonconstructionholdings.com;;;;;862 The Alameda;Renton;WA;71706;USA;0
9483cdff-0afc-bc72-342c-438dfb495915;30-11-2005 19:19;30-11-2005 19:19;1;kristen_id;1;W & N Sims Telecommunications Partners;;Consulting;Telecommunications;;;7484 Roundtree Drive;Mill Valley;CA;68791;USA;;;658-555-3316;;;;www.wnsimstelecommunicationspartners.com;;;;;7484 Roundtree Drive;Mill Valley;CA;68791;USA;0
b9b66e60-dbc2-97f8-d5b4-438dfbb7431d;30-11-2005 19:19;30-11-2005 19:19;1;sally_id;1;Sims-De Carlo Transportation Holdings;;Consulting;Transportation;;;5053 Loftus Road;Oak Bay;BC;53986;Canada;;;708-555-3666;;;;www.sims-decarlotransportationholdings.com;;;;;5053 Loftus Road;Oak Bay;BC;53986;Canada;0
e1e7c4e5-7e25-6799-eb9a-438dfba51d7f;30-11-2005 19:19;30-11-2005 19:19;1;beth_id;1;V & A Williams Transportation Corp;;Consulting;Transportation;;;1930 Almondwood Drive;Camacho;Zacatecas;89939;Mexico;;;696-555-7759;;;;www.vawilliamstransportationcorp.com;;;;;1930 Almondwood Drive;Camacho;Zacatecas;89939;Mexico;0
19c8dab9-5903-3485-5d78-438dfb4125b3;30-11-2005 19:19;30-11-2005 19:19;1;max_id;1;Williams-Burke Communications Corp;;Consulting;Communications;;;9752 Jeanne Circle;Arcadia;CA;41297;USA;;;770-555-6738;;;;www.williams-burkecommunicationscorp.com;;;;;9752 Jeanne Circle;Arcadia;CA;41297;USA;0
44496c8b-c971-3912-ef47-438dfb05614b;30-11-2005 19:19;30-11-2005 19:19;1;sally_id;1;T & A Osborn Electronics, Inc;;Manufacturing;Electronics;;;9539 Glenside Dr;Altadena;CA;43412;USA;;;119-555-4116;;;;www.taosbornelectronics,inc.com;;;;;9539 Glenside Dr;Altadena;CA;43412;USA;0
69df481f-8899-8333-3d9c-438dfbae3e94;30-11-2005 19:19;30-11-2005 19:19;1;matt_id;1;Osborn-Binai Construction Associates;;Manufacturing;Construction;;;7616 Honey Court;Oakland;CA;33639;USA;;;216-555-1723;;;;www.osborn-binaiconstructionassociates.com;;;;;7616 Honey Court;Oakland;CA;33639;USA;0
9bf12bea-3d89-2b67-a279-438dfb7f1aa9;30-11-2005 19:19;30-11-2005 19:19;1;chris_id;1;D & D Lozada Electronics Holdings;;Supply;Electronics;;;7657 H St.;Tixapan;DF;19185;Mexico;;;727-555-1388;;;;www.ddlozadaelectronicsholdings.com;;;;;7657 H St.;Tixapan;DF;19185;Mexico;0
c5fb833d-150f-99a6-9946-438dfb94f2c5;30-11-2005 19:19;30-11-2005 19:19;1;sarah_id;1;Lozada-Tays Machinery, Inc;;Distribution;Machinery;;;5988 Red Leaf;Oak Bay;BC;83595;Canada;;;298-555-3541;;;;www.lozada-taysmachinery,inc.com;;;;;5988 Red Leaf;Oak Bay;BC;83595;Canada;0
24360cfc-2889-5353-2998-438dfbffd419;30-11-2005 19:19;30-11-2005 19:19;1;sally_id;1;I & V Thorton Engineering, Inc;;Distribution;Engineering;;;8938 West Hookston Road;Metchosin;BC;18033;Canada;;;832-555-1834;;;;www.ivthortonengineering,inc.com;;;;;8938 West Hookston Road;Metchosin;BC;18033;Canada;0
28a3374d-7edd-e1ae-8b82-438dfbb1ba4b;30-11-2005 19:19;30-11-2005 19:19;1;beth_id;1;Thorton-Dumin Construction, Ltd;;Manufacturing;Construction;;;181 Gainsborough Drive;Grossmont;CA;39583;USA;;;313-555-9355;;;;www.thorton-duminconstruction,ltd.com;;;;;181 Gainsborough Drive;Grossmont;CA;39583;USA;0
5a6c2cce-c982-432d-802f-438dfbaa1b2d;30-11-2005 19:19;30-11-2005 19:19;1;matt_id;1;K & R Chin Communications Group;;Consulting;Communications;;;3385 Crestview Drive;Imperial Beach;CA;39182;USA;;;871-555-6277;;;;www.krchincommunicationsgroup.com;;;;;3385 Crestview Drive;Imperial Beach;CA;39182;USA;0
7fb9aa29-6e36-4329-96a0-438dfbe17998;30-11-2005 19:19;30-11-2005 19:19;1;jaime_id;1;Chin-Lovell Engineering Associates;;Distribution;Engineering;;;6912 Laguna St.;San Andres;DF;26893;Mexico;;;375-555-3427;;;;www.chin-lovellengineeringassociates.com;;;;;6912 Laguna St.;San Andres;DF;26893;Mexico;0
a5207af5-eba0-4a11-4fec-438dfb66e63f;30-11-2005 19:19;30-11-2005 19:19;1;max_id;1;B & P Ratcliff Telecommunications Holdings;;Distribution;Telecommunications;;;371 Ahneita Dr.;Oakland;CA;65362;USA;;;294-555-2634;;;;www.bpratclifftelecommunicationsholdings.com;;;;;371 Ahneita Dr.;Oakland;CA;65362;USA;0
ca77a3a6-1980-87ca-3936-438dfbc5ed9a;30-11-2005 19:19;30-11-2005 19:19;1;kristen_id;1;Ratcliff-Moss Electronics, Ltd;;Distribution;Electronics;;;4776 Kentucky Drive;Burnaby;BC;70204;Canada;;;721-555-7412;;;;www.ratcliff-mosselectronics,ltd.com;;;;;4776 Kentucky Drive;Burnaby;BC;70204;Canada;0
301d0472-13ab-06ea-b8ea-438dfbbf5d2b;30-11-2005 19:19;30-11-2005 19:19;1;chris_id;1;Q & P Anderson Telecommunications Company;;Manufacturing;Telecommunications;;;1145 Paraiso Ct.;Langley;BC;74834;Canada;;;663-555-5248;;;;www.qpandersontelecommunicationscompany.com;;;;;1145 Paraiso Ct.;Langley;BC;74834;Canada;0
2fe59fe0-21e0-b9aa-f06e-438dfbf94248;30-11-2005 19:19;30-11-2005 19:19;1;beth_id;1;Anderson-Everson Transportation Holdings;;Consulting;Transportation;;;3148 Rose Street;Tacoma;WA;93868;USA;;;451-555-3312;;;;www.anderson-eversontransportationholdings.com;;;;;3148 Rose Street;Tacoma;WA;93868;USA;0
5bcee21d-2f47-8266-e876-438dfb7e8edd;30-11-2005 19:19;30-11-2005 19:19;1;kristen_id;1;G & N Borden Communications Group;;Supply;Communications;;;2427 Notre Dame Ave.;Santa Monica;CA;64660;USA;;;656-555-3434;;;;www.gnbordencommunicationsgroup.com;;;;;2427 Notre Dame Ave.;Santa Monica;CA;64660;USA;0
812f72fc-ab3e-476d-9117-438dfb874384;30-11-2005 19:19;30-11-2005 19:19;1;kristen_id;1;Borden-Willson Construction Partners;;Distribution;Construction;;;7340 Green St.;Tlaxiaco;Oaxaca;49856;Mexico;;;467-555-9127;;;;www.borden-willsonconstructionpartners.com;;;;;7340 Green St.;Tlaxiaco;Oaxaca;49856;Mexico;0
c2f7eed0-8116-30ea-954e-438dfb1eabdb;30-11-2005 19:19;30-11-2005 19:19;1;kristen_id;1;H & Y Harris Electronics, Ltd;;Manufacturing;Electronics;;;6872 Thornwood Dr.;Beaverton;OR;85809;USA;;;814-555-9899;;;;www.hyharriselectronics,ltd.com;;;;;6872 Thornwood Dr.;Beaverton;OR;85809;USA;0
ec7d9ee2-985e-832d-246a-438dfb43d183;30-11-2005 19:19;30-11-2005 19:19;1;chris_id;1;Harris-Contreras Transportation Holdings;;Supply;Transportation;;;2040 Encino Drive;Metchosin;BC;37167;Canada;;;648-555-5221;;;;www.harris-contrerastransportationholdings.com;;;;;2040 Encino Drive;Metchosin;BC;37167;Canada;0
25d33195-1843-27b2-f5df-438dfbbd4332;30-11-2005 19:19;30-11-2005 19:19;1;sarah_id;1;O & K Pusedu Transportation Corp;;Manufacturing;Transportation;;;1826 Corte Del Sol;Metchosin;BC;39282;Canada;;;898-555-2599;;;;www.okpusedutransportationcorp.com;;;;;1826 Corte Del Sol;Metchosin;BC;39282;Canada;0
5a9ce64f-76c1-d0b3-0321-438dfb8cf7b6;30-11-2005 19:19;30-11-2005 19:19;1;beth_id;1;Pusedu-Stedman Construction Partners;;Consulting;Construction;;;9903 East Leland;Westminster;BC;55800;Canada;;;994-555-9206;;;;www.pusedu-stedmanconstructionpartners.com;;;;;9903 East Leland;Westminster;BC;55800;Canada;0
7ff64e0f-4980-e147-e646-438dfb3c2560;30-11-2005 19:19;30-11-2005 19:19;1;sally_id;1;D & D Zocchi Transportation, Ltd;;Distribution;Transportation;;;9943 Stonehedge Dr.;Hidalgo;Zacatecas;24077;Mexico;;;606-555-8871;;;;www.ddzocchitransportation,ltd.com;;;;;9943 Stonehedge Dr.;Hidalgo;Zacatecas;24077;Mexico;0
a57a0171-598b-52c1-a44f-438dfbac3293;30-11-2005 19:19;30-11-2005 19:19;1;kristen_id;1;Zocchi-Walsh Machinery, Inc;;Consulting;Machinery;;;931 Corte De Luna;Los Angeles;CA;79465;USA;;;725-555-5106;;;;www.zocchi-walshmachinery,inc.com;;;;;931 Corte De Luna;Los Angeles;CA;79465;USA;0
cad65136-9e79-c945-107b-438dfb8b41de;30-11-2005 19:19;30-11-2005 19:19;1;beth_id;1;E & M Renfro Electronics Company;;Supply;Electronics;;;1226 Shoenic;Coronado;CA;13903;USA;;;360-555-3399;;;;www.emrenfroelectronicscompany.com;;;;;1226 Shoenic;Coronado;CA;13903;USA;0
f09a17fa-2820-2d97-db3c-438dfbf7e7e5;30-11-2005 19:19;30-11-2005 19:19;1;matt_id;1;Renfro-Brockett Engineering, Ltd;;Distribution;Engineering;;;2467 Clearland Circle;La Cruz;Sinaloa;61745;Mexico;;;741-555-1921;;;;www.renfro-brockettengineering,ltd.com;;;;;2467 Clearland Circle;La Cruz;Sinaloa;61745;Mexico;0
221acfb4-1667-5126-232f-438dfb9ae6c1;30-11-2005 19:19;30-11-2005 19:19;1;matt_id;1;R & Z Anderson Communications, Inc;;Distribution;Communications;;;5671 Bel Air Dr.;Shawnee;BC;35052;Canada;;;398-555-7842;;;;www.rzandersoncommunications,inc.com;;;;;5671 Bel Air Dr.;Shawnee;BC;35052;Canada;0
49d9b236-ff3a-4340-f619-438dfb42fdf8;30-11-2005 19:19;30-11-2005 19:19;1;chris_id;1;Anderson-Gomez Machinery Partners;;Supply;Machinery;;;7166 Brock Lane;Yakima;WA;49055;USA;;;802-555-4992;;;;www.anderson-gomezmachinerypartners.com;;;;;7166 Brock Lane;Yakima;WA;49055;USA;0
6fc8c6a5-7400-9855-fac4-438dfb37774c;30-11-2005 19:19;30-11-2005 19:19;1;sarah_id;1;J & K Walker Communications Corp;;Supply;Communications;;;3281 Hillview Dr.;Ballard;WA;87524;USA;;;722-555-4199;;;;www.jkwalkercommunicationscorp.com;;;;;3281 Hillview Dr.;Ballard;WA;87524;USA;0
953f26e5-ef03-73a5-2912-438dfbf3e02e;30-11-2005 19:19;30-11-2005 19:19;1;sally_id;1;Walker-Jones Construction, Ltd;;Supply;Construction;;;5030 Blue Ridge Dr.;Lynnwood;WA;35227;USA;;;248-555-8978;;;;www.walker-jonesconstruction,ltd.com;;;;;5030 Blue Ridge Dr.;Lynnwood;WA;35227;USA;0
baa2d9d1-3d4d-1de9-fdf3-438dfba9a8e5;30-11-2005 19:19;30-11-2005 19:19;1;max_id;1;W & W Winfrey Electronics Associates;;Supply;Electronics;;;1399 Firestone Drive;Port Orchard;WA;66150;USA;;;191-555-6813;;;;www.wwwinfreyelectronicsassociates.com;;;;;1399 Firestone Drive;Port Orchard;WA;66150;USA;0
eea76ad0-2d41-1f9b-c178-438dfb4344f9;30-11-2005 19:19;30-11-2005 19:19;1;max_id;1;Winfrey-Brown Machinery Group;;Manufacturing;Machinery;;;6058 Hill Street;Downey;CA;85184;USA;;;569-555-5452;;;;www.winfrey-brownmachinerygroup.com;;;;;6058 Hill Street;Downey;CA;85184;USA;0
1fe57f85-843a-c2da-ce4a-438dfbdca0ec;30-11-2005 19:19;30-11-2005 19:19;1;beth_id;1;D & G Touchstone Transportation, Inc;;Distribution;Transportation;;;2681 Eagle Peak;Salem;OR;55976;USA;;;774-555-5574;;;;www.dgtouchstonetransportation,inc.com;;;;;2681 Eagle Peak;Salem;OR;55976;USA;0
4ab5174a-cfe1-ac9d-33d7-438dfb1ba854;30-11-2005 19:19;30-11-2005 19:19;1;matt_id;1;Touchstone-Bakhtyari Engineering, Ltd;;Supply;Engineering;;;7594 Alexander Pl.;Tacoma;WA;41172;USA;;;585-555-2267;;;;www.touchstone-bakhtyariengineering,ltd.com;;;;;7594 Alexander Pl.;Tacoma;WA;41172;USA;0
71d45061-e051-80ff-387f-438dfbcf7868;30-11-2005 19:19;30-11-2005 19:19;1;jaime_id;1;Z & L Glass Construction, Ltd;;Supply;Construction;;;7126 Edie Ct.;Lemon Grove;CA;77125;USA;;;812-555-1017;;;;www.zlglassconstruction,ltd.com;;;;;7126 Edie Ct.;Lemon Grove;CA;77125;USA;0
9831fcba-daad-6531-f7d9-438dfb452a61;30-11-2005 19:19;30-11-2005 19:19;1;will_id;1;Glass-Cohen Transportation Group;;Manufacturing;Transportation;;;2294 West 39th St.;Milwaukie;OR;28482;USA;;;646-555-5338;;;;www.glass-cohentransportationgroup.com;;;;;2294 West 39th St.;Milwaukie;OR;28482;USA;0
bd7a6aa6-59fa-3349-782d-438dfb6a361a;30-11-2005 19:19;30-11-2005 19:19;1;max_id;1;V & P Kharman Transportation Corp;;Consulting;Transportation;;;2080 Sycamore Drive;Richmond;CA;30597;USA;;;896-555-2717;;;;www.vpkharmantransportationcorp.com;;;;;2080 Sycamore Drive;Richmond;CA;30597;USA;0
e3d36dd6-a3ec-ca32-8f00-438dfbf01d62;30-11-2005 19:19;30-11-2005 19:19;1;will_id;1;Kharman-Kirschner Telecommunications, Inc;;Consulting;Telecommunications;;;158 Walnut Ave;Arcadia;CA;47116;USA;;;331-555-3981;;;;www.kharman-kirschnertelecommunications,inc.com;;;;;158 Walnut Ave;Arcadia;CA;47116;USA;0
16270908-902d-5444-bdd2-438dfb677e78;30-11-2005 19:19;30-11-2005 19:19;1;matt_id;1;F & X Burger Communications Partners;;Consulting;Communications;;;2854 Magda Way;Haney;BC;88099;Canada;;;604-555-8988;;;;www.fxburgercommunicationspartners.com;;;;;2854 Magda Way;Haney;BC;88099;Canada;0
3f6d17ff-3b92-d8ce-b733-438dfb08d42a;30-11-2005 19:19;30-11-2005 19:19;1;sally_id;1;Burger-Blau Communications Holdings;;Distribution;Communications;;;1185 Dallis Drive;Novato;CA;70780;USA;;;723-555-5224;;;;www.burger-blaucommunicationsholdings.com;;;;;1185 Dallis Drive;Novato;CA;70780;USA;0
672ce9a6-eabc-8209-5417-438dfbe5cda1;30-11-2005 19:19;30-11-2005 19:19;1;sarah_id;1;S & X Derby Engineering Partners;;Distribution;Engineering;;;8154 Via Mexico;Bremerton;WA;52198;USA;;;358-555-3517;;;;www.sxderbyengineeringpartners.com;;;;;8154 Via Mexico;Bremerton;WA;52198;USA;0
8dbf7451-dc4a-3634-8099-438dfb762ae2;30-11-2005 19:19;30-11-2005 19:19;1;sarah_id;1;Derby-Thomson Transportation, Inc;;Supply;Transportation;;;6740 Jalisco;N. Vancouver;BC;26768;Canada;;;739-555-2038;;;;www.derby-thomsontransportation,inc.com;;;;;6740 Jalisco;N. Vancouver;BC;26768;Canada;0
